When you are driving a regular motor vehicle on the road and passing near a pedestrian or bicycle, you must maintain a safe distance and slow down.		false	When you are driving a vehicle on the road and passing near a pedestrian or bicycle, you must maintain a safe distance. When it is difficult to maintain a safe distance between your vehicle and them, you must slow down.
When a pedestrian is crossing on or near an intersection without a pedestrian crossing, the driver must stop.		false	When a pedestrian is crossing on or near an intersection without a pedestrian crossing, the driver must not obstruct the pedestrian. Drivers decelerate, slow down or stop and allow pedestrians to cross safely.
When practicing under a learner driver’s permit, the permit sign must be displayed in the designated location on the only front of the vehicle.		false	When practicing under a learner driver’s permit, the permit sign must be displayed in the designated location on the front and rear of the vehicle.
When a person is using a white or yellow cane or accompanied by a guide dog, drivers must slow down or stop to allow them to pass safely.		true	Correct
When a vehicle is stopped at or before a pedestrian/bicycle crossing zone, driver must slow down before passing the stopped vehicle.		false	When a vehicle is stopped at or before a pedestrian/bicycle crossing zone, driver must STOP before passing the stopped vehicle.
When making a left turn, all vehicles must slow down and move as close as possible to the left edge of the road.		true	Correct
Do not exceed the maximum speed limit which is posted by road signs or pavement marking, even when you overtake another motor vehicle.		true	Correct
When you are driving the road with U-turns are prohibited road sign, you can not make a U-turn and reversing.		false	When you are driving the road with U-turns are prohibited road sign, you can not make a U-turn but reversing is not prohibited.
Before you drive a regular vehicle with manual transmission, you need to adjust the best seat position. Your legs must be straight, when pressing the clutch pedal fully.		false	Your legs must not be straight, when pressing the clutch pedal fully. Your knees should be slightly bent, when you press the clutch pedal fully.
When parking a vehicle with manual transmission, the gearshift should be shifted into R or Low.		true	Correct
Large motorcycle, regular motorcycle, special light equipment and moped allowed to be driven by large motorcycle’s license.		true	correct
When the vehicle is driving at the steep upward slope, overtake or pass another motor vehicle or moped is prohibited.		false	When the vehicle is driving at the steep downward slope, overtake or pass another motor vehicle or moped is prohibited.
Vehicles must not enter the railway crossing if there is a possibility that vehicle may stop inside the railway crossing due to traffic congestion on the opposite side. However, vehicles may enter the pedestrian crossing even if there is a possibility that vehicle may stop on it.		false	Vehicles must not enter the railway crossing, pedestrian crossing/bicycle crossing zone if there is a possibility of stopping within the crossings/zone.
At locations where crossing is prohibited by sign, drivers must not cross the road and turn right at the intersection.		false	At locations where crossing is prohibited by sign, drivers can turn right at the intersection.
When a pedestrian is crossing on or near an intersection without a pedestrian crossing, the driver must stop.		false	When a pedestrian is crossing on or near an intersection without a pedestrian crossing, the driver must not obstruct the pedestrian.
When an emergency vehicle is approaching while driving on one-way road other than an intersection, drivers must move over to the right hand side and yield to the emergency vehicle.		false	When an emergency vehicle is approaching while driving on one-way road other than an intersection, drivers may move over to the right hand side and yield to the emergency vehicle depending on the traffic condition.
When using a child seat in a motor vehicle where the front passenger seat is equipped with an airbag, the child seat must installed in the front passenger seat for safety.		false	When using a child seat in a motor vehicle where the front passenger seat is equipped with an airbag, the child seat should be installed in the rear seat whenever possible. If using a child seat on a front passenger seat equiped with airbag, the passenger seat should be pulled back as far as possible and the child seat secured facing forward.
When you are changing lanes to the left while moving in the same direction, you must give signals approximately 30 meters before changing lanes.		false	When you are changing lanes to the left while moving in the same direction, you must give signals approximately 3 seconds before changing lanes.
When you are passing by a vehicle and there is a sound horn sign, you must use your horn.		true	Correct
The regular motor vehicle must not overtake another motor vehicle within 30 m of a pedestrian crossing or bicycle crossing zone. However, these locations aren’t prohibited passing another motor vehicle.		false	The regular motor vehicle must not overtake and pass another motor vehicle within 30 m of a pedestrian crossing or bicycle crossing zone.
When a person is using a white or yellow cane, accompanied by a guide dog or a child is walking alone, drivers must stop or slow down to allow these pedestrians to pass safely.		true	Correct
When you have a regular motor vehicle license, you can drive a special light equipment and moped.		true	Correct
When there is no center line on the road, vehicles must drive on the center of the road.		false	Even if there is no center line on the road, vehicles must drive on the left side of the road.
When driving on a general road, you must not drive faster than 50km/h when speed limit sign is not posted.		false	When a speed limit sign is not posted motor vehicle can drive at 60km/h.
I drove a moped on an exclusive lane for buses.		true	Correct
Vehicles are permitted to drive over the center of the road on the right. But the drivers must make every effort to minimize driving on the right.		true	Correct
If there is a parked motor vehicle just before a pedestrian crossing without a traffic signal, the vehicle must stop before the pedestrian crossing.		true	Correct
The braking distance is the distance a vehicle moves from the time, when a driver senses danger and applies the brake before the brake actually begin to work.		false	The braking distance is the distance a vehicle moves from the time, after the brake begins to work until the vehicle is fully stopped.
When a police officer raises his arms vertically at an intersection, this means a red light for the traffic that intersects in front/behind of the police officer’s body.		true	Correct
At an intersection with the square right turn for mopeds is prohibited by sign, the mopeds must make a right turn same way as motor vehicles.		true	Correct
When the lanes are divided by a white dotted line and yellow line parallel to it, the driver on the side of the white dotted line may cross into the other lane.		true	Correct
When you are driving a regular motor vehicle on the road and passing near a pedestrian or bicycle, you must maintain a safe distance and slow down.		false	You must maintain a safe distance or slow down, when you are driving a regular motor vehicle on the road and passing near a pedestrian or bicycle.
When a traffic light is green at an intersection, all vehicles can go straight, turn right and left.		false	Light vehicles can not turn right even if the traffic light is green. The light vehicles can go straight and turn left the intersection with the green light.
Regardless of the road condition, the driver can not overtake or pass another motor vehicles or mopeds near the corner.		true	Correct
When practicing under a learner driver’s permit, the permit sign must be displayed in the designated location on the front and rear of the vehicle.		true	Correct
When the vehicles cross a sidewalk or side strip to enter/leave a roadside facility, the vehicles must stop immediately before the sidewalk/side strip even if there are no pedestrians.		true	Correct
The braking distance is calculated by combining the reaction distance and the stopping distance.		false	The stopping distance is calculated by combining the reaction distance and the braking distance.
When the road has a ”stopping permitted” sign, the vehicle is permitted to stopping the vehicle on the road.		true	Correct
When a red light and an amber arrow light are shown simultaneously, streetcars and light vehicles can proceed in the direction of the arrow.		false	When the red light and the amber arrow light are shown simultaneously, only STREETCAR can proceed in the direction of the arrow.
When a bus stopped at a bus stop signals to pull out, vehicles behind the must stop and not obstruct their progress.		false	When a bus stopped at a bus stop signals to pull out, vehicles behind the bus must not obstruct their progress. It doesnt mean you must stop behind the bus.
When the road is indicated this sign, all vehicles are allowed to drive at 50 km/h.	img-x-original-x-01-x-A-x-1規制-26最高速度.jpg	false	All motor vehicle are allowed to drive at 50km/h. But, mopeds are not allowed to drive at 50 km/h.
Stopping distance become shorter as speed increases and affected by road surface conditions.		false	Stopping distances become LONGER as speed increases and affected by road surface conditions.
Drivers may change lane like this picture shown.	img-x-original-x-03-x-A-x-1項目10-進路変更P2.jpg	false	Drivers must not change lane by entering the opposite side of the road on from this side.
When you drive a regular motor vehicle, adjust the seat so that your knee is bent appropriately while pressing the clutch pedal or brake pedal for AT.		true	This answer is correct.
Braking distance is the distance a vehicle moves from when the driver feels danger and applies the brake to when the vehicle actually stops.		false	Braking distance is the distance from when the vehicls brake begins to work to when the vehicle actually stops.
When the regular motor vehicle is turnig a intersection, the rear wheels move farther to the inside than the front wheels. This difference between the path of the front and rear wheels is called wheelbase differential.		true	This answer is crrect.
When driving near pedestrians or bicycles, drivers must maintain a safe distance. But, when it is difficult to maitain a safe distance, drivers must slow down.		true	This answer is correct
This road marking indicates an intersection ahead.	img-x-original-x-03-x-B-x-8指示-14横断歩道または２.jpg	false	This road marking indicates an pedestrian or bicycle crossing zone ahead.
You must sound the horn when observing the Sound Horn sign as shown, or when passing an intersection, street corner, or top of a hill with poor visibility inside the Sounding Zone as shown.		true	In other cases, you may sound the horn only if it is necessary to avoid danger.
During an flashing amber light, vehicles permit to proceed the intersection while paying attention to the other trffic.		true	The answer is correct.
You must not cross the street or make a U-turn where it is prohibited by this sign.	img-x-original-x-01-x-A-x-1規制-14車両横断禁止.jpg	false	You are allowed to make a U-turn, When the street has this sign.
When a left turn permitted sign is located at the left side of the road or on the traffic signal, vehicles can turn left without taking care to watch for pedestrians and other traffic.		false	When a left turn permitted sign is located at the left side of the road or on the traffic signal, vehicles can turn left with taking care to watch for pedestrians and other traffic.
The driver must slow down at the intersection with poor visibility, regardless when the driver has priority.		false	When driving on a priority road, the driver doesnt need to slow down at intersection with poor visibility.
During an amber light, vehicles are allowed to proceed the intersection while paying attention to the other traffic.	img-x-original-x-04-x-1項目02-1-2-信号機黄色灯火1.jpg	false	During an amber light, vehicles are not allowed to proceed the intersection.
The location with this sign, all vehicles may drive with slowing down and paying attention to pedestrians.	img-x-original-x-01-x-A-x-1規制-32歩行者専用.jpg	false	Vehicles must not drive on a pedestrian only road. However, vehicles with permission issued by a police chief are allowed to drive on this road.
When motor vehicles, mopeds or light vehicles driving a road with this sign, the motor vehicles, mopeds or light vehicles can not drive on the road.	img-x-original-x-01-x-A-x-1規制-02車両通行止め.jpg	true	Correct
Wheelbase differential doesnt occur, when you make a right turn.		false	Even you turn to the right wheelbase difference will occur.
When you are driving a regular passenger vehicle on steep upgrade, you must slow down.		false	When you are driving all vehicles on steep downgrade, you must slow down.
Motor vehicles (except for 2 wheelers) driving on a road without a sidewalk or side strip are prohibited from driving on the hard shoulder. (0.5m from the edge of the road.)		true	Correct
When you adjust a seat before driving a regular motor vehicle, your legs should be straight when you are pressing fully the clutch pedal or brake pedal for AT.		false	You should adjust a seat so that your knee is slightly bent, when you are pressing the clutch pedal or brake pedal for AT.
Reaction distance is the distance a vehicle moves from the time when the driver feels danger and applies the brake to when the brake actually begin to work.		true	This answer is correct
To overtake safely, you must signal your intention to overtake at least 30 meters before you pull out.		false	You must signal your intention to overtake at least 3 seconds before you pull out.
The driver must drive a regular motor vehicle at 40km/h after this road sign.	img-x-original-x-01-x-A-x-1規制-26最高速度3.jpg	false	This sign indicates the end of speed limit. The driver can drive the legal speed which is 60km/h for a regular motor vehicle.
When you are driving a moped on the road with this sign, you are not allowed to make a speed exceed 50km/h.	img-x-original-x-01-x-A-x-1規制-26最高速度.jpg	true	Maximum speed limit for moped is 30km/h. You are not allowed to make a speed 30km/h or more.
This road marking indicates side strip where parking or stopping are prohibited.	img-x-03044-x-03-x-A-x-駐停車禁止路側帯.gif	true	Correct
This road sign indicates all vehicles are not allowed to pass.	img-x-original-x-01-x-A-x-1規制-11車両通行止め.jpg	false	This road sign indicates all motor vehicles and mopeds are not allowed to pass. Light vehicles are allowed to pass the road.
I rode in an exclusive lane for buses on a regular motorcycle. Because I made a left turn at right next intersection.	img-x-original-x-01-x-A-x-1規制-37専用通行帯.jpg	true	Correct
The location with this road sign, drivers always must slow down.	img-x-original-x-01-x-B-x-2指示-11安全地帯.jpg	false	This road sign indicates safety zone. It doesnt mean drivers always must slow down. For example, drivers may drive without slowing down if there are no pedestrians in the safety zone.
